,Unnamed: 0.1,Unnamed: 0,filepaths,pipelines,groups,contrast
650,3900,4860,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-282_right-hand_spm-5-0-0_con.nii,spm-5-0-0,282,right-hand
653,3913,4873,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-283_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,283,right-hand
654,3924,4884,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-283_right-hand_spm-5-0-0_con.nii,spm-5-0-0,283,right-hand
657,3937,4897,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-284_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,284,right-hand
658,3948,4908,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-284_right-hand_spm-5-0-0_con.nii,spm-5-0-0,284,right-hand
661,3961,4921,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-285_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,285,right-hand
662,3972,4932,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-285_right-hand_spm-5-0-0_con.nii,spm-5-0-0,285,right-hand
665,3985,4945,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-286_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,286,right-hand
666,3996,4956,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-286_right-hand_spm-5-0-0_con.nii,spm-5-0-0,286,right-hand
669,4009,4969,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-287_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,287,right-hand
670,4020,4980,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-287_right-hand_spm-5-0-0_con.nii,spm-5-0-0,287,right-hand
673,4033,4993,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-288_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,288,right-hand
674,4044,5004,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-288_right-hand_spm-5-0-0_con.nii,spm-5-0-0,288,right-hand
677,4057,5017,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-289_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,289,right-hand
678,4068,5028,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-289_right-hand_spm-5-0-0_con.nii,spm-5-0-0,289,right-hand
681,4081,5041,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-28_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,28,right-hand
682,4092,5052,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-28_right-hand_spm-5-0-0_con.nii,spm-5-0-0,28,right-hand
685,4105,5065,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-290_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,290,right-hand
686,4116,5076,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-290_right-hand_spm-5-0-0_con.nii,spm-5-0-0,290,right-hand
689,4129,5089,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-291_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,291,right-hand
690,4140,5100,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-291_right-hand_spm-5-0-0_con.nii,spm-5-0-0,291,right-hand
693,4153,5113,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-292_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,292,right-hand
694,4164,5124,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-292_right-hand_spm-5-0-0_con.nii,spm-5-0-0,292,right-hand
697,4177,5161,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-294_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,294,right-hand
698,4188,5172,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-294_right-hand_spm-5-0-0_con.nii,spm-5-0-0,294,right-hand
701,4201,5233,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-297_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,297,right-hand
702,4212,5244,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-297_right-hand_spm-5-0-0_con.nii,spm-5-0-0,297,right-hand
705,4225,5257,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-298_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,298,right-hand
706,4236,5268,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-298_right-hand_spm-5-0-0_con.nii,spm-5-0-0,298,right-hand
709,4249,5281,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-299_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,299,right-hand
710,4260,5292,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-299_right-hand_spm-5-0-0_con.nii,spm-5-0-0,299,right-hand
713,4273,5305,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-29_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,29,right-hand
714,4284,5316,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-29_right-hand_spm-5-0-0_con.nii,spm-5-0-0,29,right-hand
717,4297,5329,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-2_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,2,right-hand
718,4308,5340,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-2_right-hand_spm-5-0-0_con.nii,spm-5-0-0,2,right-hand
721,4321,5353,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-300_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,300,right-hand
722,4332,5364,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-300_right-hand_spm-5-0-0_con.nii,spm-5-0-0,300,right-hand
725,4345,5377,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-301_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,301,right-hand
726,4356,5388,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-301_right-hand_spm-5-0-0_con.nii,spm-5-0-0,301,right-hand
729,4369,5401,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-302_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,302,right-hand
730,4380,5412,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-302_right-hand_spm-5-0-0_con.nii,spm-5-0-0,302,right-hand
733,4393,5449,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-304_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,304,right-hand
734,4404,5460,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-304_right-hand_spm-5-0-0_con.nii,spm-5-0-0,304,right-hand
737,4417,5473,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-305_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,305,right-hand
738,4428,5484,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-305_right-hand_spm-5-0-0_con.nii,spm-5-0-0,305,right-hand
741,4441,5497,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-306_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,306,right-hand
742,4452,5508,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-306_right-hand_spm-5-0-0_con.nii,spm-5-0-0,306,right-hand
745,4465,5521,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-307_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,307,right-hand
746,4476,5532,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-307_right-hand_spm-5-0-0_con.nii,spm-5-0-0,307,right-hand
749,4489,5545,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-308_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,308,right-hand
750,4500,5556,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-308_right-hand_spm-5-0-0_con.nii,spm-5-0-0,308,right-hand
753,4513,5569,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-309_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,309,right-hand
754,4524,5580,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-309_right-hand_spm-5-0-0_con.nii,spm-5-0-0,309,right-hand
757,4537,5593,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-30_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,30,right-hand
758,4548,5604,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-30_right-hand_spm-5-0-0_con.nii,spm-5-0-0,30,right-hand
761,4561,5617,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-310_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,310,right-hand
762,4572,5628,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-310_right-hand_spm-5-0-0_con.nii,spm-5-0-0,310,right-hand
765,4585,5641,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-311_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,311,right-hand
766,4596,5652,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-311_right-hand_spm-5-0-0_con.nii,spm-5-0-0,311,right-hand
769,4609,5665,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-312_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,312,right-hand
770,4620,5676,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-312_right-hand_spm-5-0-0_con.nii,spm-5-0-0,312,right-hand
773,4633,5689,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-313_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,313,right-hand
774,4644,5700,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-313_right-hand_spm-5-0-0_con.nii,spm-5-0-0,313,right-hand
777,4657,5713,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-314_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,314,right-hand
778,4668,5724,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-314_right-hand_spm-5-0-0_con.nii,spm-5-0-0,314,right-hand
781,4681,5761,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-316_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,316,right-hand
782,4692,5772,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-316_right-hand_spm-5-0-0_con.nii,spm-5-0-0,316,right-hand
785,4705,5785,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-317_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,317,right-hand
786,4716,5796,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-317_right-hand_spm-5-0-0_con.nii,spm-5-0-0,317,right-hand
789,4729,5809,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-318_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,318,right-hand
790,4740,5820,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-318_right-hand_spm-5-0-0_con.nii,spm-5-0-0,318,right-hand
793,4753,5833,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-319_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,319,right-hand
794,4764,5844,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-319_right-hand_spm-5-0-0_con.nii,spm-5-0-0,319,right-hand
797,4777,5857,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-31_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,31,right-hand
798,4788,5868,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-31_right-hand_spm-5-0-0_con.nii,spm-5-0-0,31,right-hand
801,4801,5905,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-321_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,321,right-hand
802,4812,5916,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-321_right-hand_spm-5-0-0_con.nii,spm-5-0-0,321,right-hand
805,4825,5929,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-322_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,322,right-hand
806,4836,5940,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-322_right-hand_spm-5-0-0_con.nii,spm-5-0-0,322,right-hand
809,4849,5953,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-323_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,323,right-hand
810,4860,5964,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-323_right-hand_spm-5-0-0_con.nii,spm-5-0-0,323,right-hand
813,4873,6001,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-325_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,325,right-hand
814,4884,6012,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-325_right-hand_spm-5-0-0_con.nii,spm-5-0-0,325,right-hand
817,4897,6049,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-327_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,327,right-hand
818,4908,6060,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-327_right-hand_spm-5-0-0_con.nii,spm-5-0-0,327,right-hand
821,4921,6073,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-328_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,328,right-hand
822,4932,6084,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-328_right-hand_spm-5-0-0_con.nii,spm-5-0-0,328,right-hand
825,4945,6145,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-330_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,330,right-hand
826,4956,6156,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-330_right-hand_spm-5-0-0_con.nii,spm-5-0-0,330,right-hand
829,4969,6169,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-331_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,331,right-hand
830,4980,6180,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-331_right-hand_spm-5-0-0_con.nii,spm-5-0-0,331,right-hand
833,4993,6193,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-332_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,332,right-hand
834,5004,6204,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-332_right-hand_spm-5-0-0_con.nii,spm-5-0-0,332,right-hand
837,5017,6217,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-333_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,333,right-hand
838,5028,6228,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-333_right-hand_spm-5-0-0_con.nii,spm-5-0-0,333,right-hand
841,5041,6241,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-334_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,334,right-hand
842,5052,6252,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-334_right-hand_spm-5-0-0_con.nii,spm-5-0-0,334,right-hand
845,5065,6289,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-336_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,336,right-hand
846,5076,6300,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-336_right-hand_spm-5-0-0_con.nii,spm-5-0-0,336,right-hand
849,5089,6313,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-337_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,337,right-hand
850,5100,6324,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-337_right-hand_spm-5-0-0_con.nii,spm-5-0-0,337,right-hand
853,5113,6337,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-338_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,338,right-hand
854,5124,6348,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-338_right-hand_spm-5-0-0_con.nii,spm-5-0-0,338,right-hand
857,5137,6361,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-339_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,339,right-hand
858,5148,6372,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-339_right-hand_spm-5-0-0_con.nii,spm-5-0-0,339,right-hand
861,5161,6409,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-340_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,340,right-hand
862,5172,6420,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-340_right-hand_spm-5-0-0_con.nii,spm-5-0-0,340,right-hand
865,5185,6433,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-341_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,341,right-hand
866,5196,6444,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-341_right-hand_spm-5-0-0_con.nii,spm-5-0-0,341,right-hand
869,5209,6529,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-345_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,345,right-hand
870,5220,6540,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-345_right-hand_spm-5-0-0_con.nii,spm-5-0-0,345,right-hand
873,5233,6553,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-346_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,346,right-hand
874,5244,6564,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-346_right-hand_spm-5-0-0_con.nii,spm-5-0-0,346,right-hand
877,5257,6577,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-347_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,347,right-hand
878,5268,6588,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-347_right-hand_spm-5-0-0_con.nii,spm-5-0-0,347,right-hand
881,5281,6649,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-34_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,34,right-hand
882,5292,6660,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-34_right-hand_spm-5-0-0_con.nii,spm-5-0-0,34,right-hand
885,5305,6673,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-350_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,350,right-hand
886,5316,6684,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-350_right-hand_spm-5-0-0_con.nii,spm-5-0-0,350,right-hand
889,5329,6697,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-351_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,351,right-hand
890,5340,6708,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-351_right-hand_spm-5-0-0_con.nii,spm-5-0-0,351,right-hand
893,5353,6721,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-352_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,352,right-hand
894,5364,6732,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-352_right-hand_spm-5-0-0_con.nii,spm-5-0-0,352,right-hand
897,5377,6745,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-353_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,353,right-hand
898,5388,6756,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-353_right-hand_spm-5-0-0_con.nii,spm-5-0-0,353,right-hand
901,5401,6793,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-355_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,355,right-hand
902,5412,6804,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-355_right-hand_spm-5-0-0_con.nii,spm-5-0-0,355,right-hand
905,5425,6817,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-356_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,356,right-hand
906,5436,6828,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-356_right-hand_spm-5-0-0_con.nii,spm-5-0-0,356,right-hand
909,5449,6841,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-357_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,357,right-hand
910,5460,6852,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-357_right-hand_spm-5-0-0_con.nii,spm-5-0-0,357,right-hand
913,5473,6865,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-358_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,358,right-hand
914,5484,6876,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-358_right-hand_spm-5-0-0_con.nii,spm-5-0-0,358,right-hand
917,5497,6913,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-35_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,35,right-hand
918,5508,6924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-35_right-hand_spm-5-0-0_con.nii,spm-5-0-0,35,right-hand
921,5521,6937,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-360_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,360,right-hand
922,5532,6948,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-360_right-hand_spm-5-0-0_con.nii,spm-5-0-0,360,right-hand
925,5545,6961,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-361_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,361,right-hand
926,5556,6972,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-361_right-hand_spm-5-0-0_con.nii,spm-5-0-0,361,right-hand
929,5569,6985,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-362_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,362,right-hand
930,5580,6996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-362_right-hand_spm-5-0-0_con.nii,spm-5-0-0,362,right-hand
933,5593,7009,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-363_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,363,right-hand
934,5604,7020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-363_right-hand_spm-5-0-0_con.nii,spm-5-0-0,363,right-hand
937,5617,7033,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-364_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,364,right-hand
938,5628,7044,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-364_right-hand_spm-5-0-0_con.nii,spm-5-0-0,364,right-hand
941,5641,7057,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-365_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,365,right-hand
942,5652,7068,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-365_right-hand_spm-5-0-0_con.nii,spm-5-0-0,365,right-hand
945,5665,7081,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-366_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,366,right-hand
946,5676,7092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-366_right-hand_spm-5-0-0_con.nii,spm-5-0-0,366,right-hand
949,5689,7105,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-367_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,367,right-hand
950,5700,7116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-367_right-hand_spm-5-0-0_con.nii,spm-5-0-0,367,right-hand
953,5713,7177,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-36_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,36,right-hand
954,5724,7188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-36_right-hand_spm-5-0-0_con.nii,spm-5-0-0,36,right-hand
957,5737,7225,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-371_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,371,right-hand
958,5748,7236,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-371_right-hand_spm-5-0-0_con.nii,spm-5-0-0,371,right-hand
961,5761,7249,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-372_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,372,right-hand
962,5772,7260,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-372_right-hand_spm-5-0-0_con.nii,spm-5-0-0,372,right-hand
965,5785,7273,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-373_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,373,right-hand
966,5796,7284,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-373_right-hand_spm-5-0-0_con.nii,spm-5-0-0,373,right-hand
969,5809,7321,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-375_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,375,right-hand
