,Unnamed: 0,filepaths,pipelines,groups,contrast
4428,5484,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-305_right-hand_spm-5-0-0_con.nii,spm-5-0-0,305,right-hand
4429,5485,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-305_right-hand_spm-5-0-1_con.nii,spm-5-0-1,305,right-hand
4452,5508,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-306_right-hand_spm-5-0-0_con.nii,spm-5-0-0,306,right-hand
4453,5509,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-306_right-hand_spm-5-0-1_con.nii,spm-5-0-1,306,right-hand
4476,5532,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-307_right-hand_spm-5-0-0_con.nii,spm-5-0-0,307,right-hand
4477,5533,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-307_right-hand_spm-5-0-1_con.nii,spm-5-0-1,307,right-hand
4500,5556,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-308_right-hand_spm-5-0-0_con.nii,spm-5-0-0,308,right-hand
4501,5557,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-308_right-hand_spm-5-0-1_con.nii,spm-5-0-1,308,right-hand
4524,5580,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-309_right-hand_spm-5-0-0_con.nii,spm-5-0-0,309,right-hand
4525,5581,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-309_right-hand_spm-5-0-1_con.nii,spm-5-0-1,309,right-hand
4548,5604,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-30_right-hand_spm-5-0-0_con.nii,spm-5-0-0,30,right-hand
4549,5605,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-30_right-hand_spm-5-0-1_con.nii,spm-5-0-1,30,right-hand
4572,5628,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-310_right-hand_spm-5-0-0_con.nii,spm-5-0-0,310,right-hand
4573,5629,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-310_right-hand_spm-5-0-1_con.nii,spm-5-0-1,310,right-hand
4596,5652,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-311_right-hand_spm-5-0-0_con.nii,spm-5-0-0,311,right-hand
4597,5653,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-311_right-hand_spm-5-0-1_con.nii,spm-5-0-1,311,right-hand
4620,5676,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-312_right-hand_spm-5-0-0_con.nii,spm-5-0-0,312,right-hand
4621,5677,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-312_right-hand_spm-5-0-1_con.nii,spm-5-0-1,312,right-hand
4644,5700,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-313_right-hand_spm-5-0-0_con.nii,spm-5-0-0,313,right-hand
4645,5701,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-313_right-hand_spm-5-0-1_con.nii,spm-5-0-1,313,right-hand
4668,5724,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-314_right-hand_spm-5-0-0_con.nii,spm-5-0-0,314,right-hand
4669,5725,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-314_right-hand_spm-5-0-1_con.nii,spm-5-0-1,314,right-hand
4692,5772,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-316_right-hand_spm-5-0-0_con.nii,spm-5-0-0,316,right-hand
4693,5773,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-316_right-hand_spm-5-0-1_con.nii,spm-5-0-1,316,right-hand
4716,5796,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-317_right-hand_spm-5-0-0_con.nii,spm-5-0-0,317,right-hand
4717,5797,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-317_right-hand_spm-5-0-1_con.nii,spm-5-0-1,317,right-hand
4740,5820,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-318_right-hand_spm-5-0-0_con.nii,spm-5-0-0,318,right-hand
4741,5821,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-318_right-hand_spm-5-0-1_con.nii,spm-5-0-1,318,right-hand
4764,5844,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-319_right-hand_spm-5-0-0_con.nii,spm-5-0-0,319,right-hand
4765,5845,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-319_right-hand_spm-5-0-1_con.nii,spm-5-0-1,319,right-hand
4788,5868,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-31_right-hand_spm-5-0-0_con.nii,spm-5-0-0,31,right-hand
4789,5869,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-31_right-hand_spm-5-0-1_con.nii,spm-5-0-1,31,right-hand
4812,5916,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-321_right-hand_spm-5-0-0_con.nii,spm-5-0-0,321,right-hand
4813,5917,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-321_right-hand_spm-5-0-1_con.nii,spm-5-0-1,321,right-hand
4836,5940,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-322_right-hand_spm-5-0-0_con.nii,spm-5-0-0,322,right-hand
4837,5941,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-322_right-hand_spm-5-0-1_con.nii,spm-5-0-1,322,right-hand
4860,5964,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-323_right-hand_spm-5-0-0_con.nii,spm-5-0-0,323,right-hand
4861,5965,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-323_right-hand_spm-5-0-1_con.nii,spm-5-0-1,323,right-hand
4884,6012,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-325_right-hand_spm-5-0-0_con.nii,spm-5-0-0,325,right-hand
4885,6013,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-325_right-hand_spm-5-0-1_con.nii,spm-5-0-1,325,right-hand
4908,6060,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-327_right-hand_spm-5-0-0_con.nii,spm-5-0-0,327,right-hand
4909,6061,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-327_right-hand_spm-5-0-1_con.nii,spm-5-0-1,327,right-hand
4932,6084,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-328_right-hand_spm-5-0-0_con.nii,spm-5-0-0,328,right-hand
4933,6085,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-328_right-hand_spm-5-0-1_con.nii,spm-5-0-1,328,right-hand
4956,6156,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-330_right-hand_spm-5-0-0_con.nii,spm-5-0-0,330,right-hand
4957,6157,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-330_right-hand_spm-5-0-1_con.nii,spm-5-0-1,330,right-hand
4980,6180,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-331_right-hand_spm-5-0-0_con.nii,spm-5-0-0,331,right-hand
4981,6181,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-331_right-hand_spm-5-0-1_con.nii,spm-5-0-1,331,right-hand
5004,6204,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-332_right-hand_spm-5-0-0_con.nii,spm-5-0-0,332,right-hand
5005,6205,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-332_right-hand_spm-5-0-1_con.nii,spm-5-0-1,332,right-hand
5028,6228,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-333_right-hand_spm-5-0-0_con.nii,spm-5-0-0,333,right-hand
5029,6229,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-333_right-hand_spm-5-0-1_con.nii,spm-5-0-1,333,right-hand
5052,6252,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-334_right-hand_spm-5-0-0_con.nii,spm-5-0-0,334,right-hand
5053,6253,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-334_right-hand_spm-5-0-1_con.nii,spm-5-0-1,334,right-hand
5076,6300,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-336_right-hand_spm-5-0-0_con.nii,spm-5-0-0,336,right-hand
5077,6301,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-336_right-hand_spm-5-0-1_con.nii,spm-5-0-1,336,right-hand
5100,6324,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-337_right-hand_spm-5-0-0_con.nii,spm-5-0-0,337,right-hand
5101,6325,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-337_right-hand_spm-5-0-1_con.nii,spm-5-0-1,337,right-hand
5124,6348,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-338_right-hand_spm-5-0-0_con.nii,spm-5-0-0,338,right-hand
5125,6349,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-338_right-hand_spm-5-0-1_con.nii,spm-5-0-1,338,right-hand
5148,6372,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-339_right-hand_spm-5-0-0_con.nii,spm-5-0-0,339,right-hand
5149,6373,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-339_right-hand_spm-5-0-1_con.nii,spm-5-0-1,339,right-hand
5172,6420,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-340_right-hand_spm-5-0-0_con.nii,spm-5-0-0,340,right-hand
5173,6421,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-340_right-hand_spm-5-0-1_con.nii,spm-5-0-1,340,right-hand
5196,6444,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-341_right-hand_spm-5-0-0_con.nii,spm-5-0-0,341,right-hand
5197,6445,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-341_right-hand_spm-5-0-1_con.nii,spm-5-0-1,341,right-hand
5220,6540,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-345_right-hand_spm-5-0-0_con.nii,spm-5-0-0,345,right-hand
5221,6541,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-345_right-hand_spm-5-0-1_con.nii,spm-5-0-1,345,right-hand
5244,6564,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-346_right-hand_spm-5-0-0_con.nii,spm-5-0-0,346,right-hand
5245,6565,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-346_right-hand_spm-5-0-1_con.nii,spm-5-0-1,346,right-hand
5268,6588,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-347_right-hand_spm-5-0-0_con.nii,spm-5-0-0,347,right-hand
5269,6589,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-347_right-hand_spm-5-0-1_con.nii,spm-5-0-1,347,right-hand
5292,6660,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-34_right-hand_spm-5-0-0_con.nii,spm-5-0-0,34,right-hand
5293,6661,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-34_right-hand_spm-5-0-1_con.nii,spm-5-0-1,34,right-hand
5316,6684,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-350_right-hand_spm-5-0-0_con.nii,spm-5-0-0,350,right-hand
5317,6685,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-350_right-hand_spm-5-0-1_con.nii,spm-5-0-1,350,right-hand
5340,6708,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-351_right-hand_spm-5-0-0_con.nii,spm-5-0-0,351,right-hand
5341,6709,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-351_right-hand_spm-5-0-1_con.nii,spm-5-0-1,351,right-hand
5364,6732,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-352_right-hand_spm-5-0-0_con.nii,spm-5-0-0,352,right-hand
5365,6733,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-352_right-hand_spm-5-0-1_con.nii,spm-5-0-1,352,right-hand
5388,6756,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-353_right-hand_spm-5-0-0_con.nii,spm-5-0-0,353,right-hand
5389,6757,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-353_right-hand_spm-5-0-1_con.nii,spm-5-0-1,353,right-hand
5412,6804,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-355_right-hand_spm-5-0-0_con.nii,spm-5-0-0,355,right-hand
5413,6805,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-355_right-hand_spm-5-0-1_con.nii,spm-5-0-1,355,right-hand
5436,6828,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-356_right-hand_spm-5-0-0_con.nii,spm-5-0-0,356,right-hand
5437,6829,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-356_right-hand_spm-5-0-1_con.nii,spm-5-0-1,356,right-hand
5460,6852,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-357_right-hand_spm-5-0-0_con.nii,spm-5-0-0,357,right-hand
5461,6853,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-357_right-hand_spm-5-0-1_con.nii,spm-5-0-1,357,right-hand
5484,6876,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-358_right-hand_spm-5-0-0_con.nii,spm-5-0-0,358,right-hand
5485,6877,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-358_right-hand_spm-5-0-1_con.nii,spm-5-0-1,358,right-hand
5508,6924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-35_right-hand_spm-5-0-0_con.nii,spm-5-0-0,35,right-hand
5509,6925,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-35_right-hand_spm-5-0-1_con.nii,spm-5-0-1,35,right-hand
5532,6948,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-360_right-hand_spm-5-0-0_con.nii,spm-5-0-0,360,right-hand
5533,6949,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-360_right-hand_spm-5-0-1_con.nii,spm-5-0-1,360,right-hand
5556,6972,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-361_right-hand_spm-5-0-0_con.nii,spm-5-0-0,361,right-hand
5557,6973,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-361_right-hand_spm-5-0-1_con.nii,spm-5-0-1,361,right-hand
5580,6996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-362_right-hand_spm-5-0-0_con.nii,spm-5-0-0,362,right-hand
5581,6997,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-362_right-hand_spm-5-0-1_con.nii,spm-5-0-1,362,right-hand
5604,7020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-363_right-hand_spm-5-0-0_con.nii,spm-5-0-0,363,right-hand
5605,7021,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-363_right-hand_spm-5-0-1_con.nii,spm-5-0-1,363,right-hand
5628,7044,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-364_right-hand_spm-5-0-0_con.nii,spm-5-0-0,364,right-hand
5629,7045,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-364_right-hand_spm-5-0-1_con.nii,spm-5-0-1,364,right-hand
5652,7068,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-365_right-hand_spm-5-0-0_con.nii,spm-5-0-0,365,right-hand
5653,7069,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-365_right-hand_spm-5-0-1_con.nii,spm-5-0-1,365,right-hand
5676,7092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-366_right-hand_spm-5-0-0_con.nii,spm-5-0-0,366,right-hand
5677,7093,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-366_right-hand_spm-5-0-1_con.nii,spm-5-0-1,366,right-hand
5700,7116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-367_right-hand_spm-5-0-0_con.nii,spm-5-0-0,367,right-hand
5701,7117,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-367_right-hand_spm-5-0-1_con.nii,spm-5-0-1,367,right-hand
5724,7188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-36_right-hand_spm-5-0-0_con.nii,spm-5-0-0,36,right-hand
5725,7189,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-36_right-hand_spm-5-0-1_con.nii,spm-5-0-1,36,right-hand
5748,7236,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-371_right-hand_spm-5-0-0_con.nii,spm-5-0-0,371,right-hand
5749,7237,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-371_right-hand_spm-5-0-1_con.nii,spm-5-0-1,371,right-hand
5772,7260,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-372_right-hand_spm-5-0-0_con.nii,spm-5-0-0,372,right-hand
5773,7261,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-372_right-hand_spm-5-0-1_con.nii,spm-5-0-1,372,right-hand
5796,7284,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-373_right-hand_spm-5-0-0_con.nii,spm-5-0-0,373,right-hand
5797,7285,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-373_right-hand_spm-5-0-1_con.nii,spm-5-0-1,373,right-hand
5820,7332,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-375_right-hand_spm-5-0-0_con.nii,spm-5-0-0,375,right-hand
5821,7333,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-375_right-hand_spm-5-0-1_con.nii,spm-5-0-1,375,right-hand
5844,7356,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-376_right-hand_spm-5-0-0_con.nii,spm-5-0-0,376,right-hand
5845,7357,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-376_right-hand_spm-5-0-1_con.nii,spm-5-0-1,376,right-hand
5868,7380,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-377_right-hand_spm-5-0-0_con.nii,spm-5-0-0,377,right-hand
5869,7381,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-377_right-hand_spm-5-0-1_con.nii,spm-5-0-1,377,right-hand
5892,7404,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-378_right-hand_spm-5-0-0_con.nii,spm-5-0-0,378,right-hand
5893,7405,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-378_right-hand_spm-5-0-1_con.nii,spm-5-0-1,378,right-hand
5916,7428,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-379_right-hand_spm-5-0-0_con.nii,spm-5-0-0,379,right-hand
5917,7429,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-379_right-hand_spm-5-0-1_con.nii,spm-5-0-1,379,right-hand
5940,7452,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-37_right-hand_spm-5-0-0_con.nii,spm-5-0-0,37,right-hand
5941,7453,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-37_right-hand_spm-5-0-1_con.nii,spm-5-0-1,37,right-hand
5964,7476,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-380_right-hand_spm-5-0-0_con.nii,spm-5-0-0,380,right-hand
5965,7477,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-380_right-hand_spm-5-0-1_con.nii,spm-5-0-1,380,right-hand
5988,7500,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-381_right-hand_spm-5-0-0_con.nii,spm-5-0-0,381,right-hand
5989,7501,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-381_right-hand_spm-5-0-1_con.nii,spm-5-0-1,381,right-hand
6012,7548,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-383_right-hand_spm-5-0-0_con.nii,spm-5-0-0,383,right-hand
6013,7549,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-383_right-hand_spm-5-0-1_con.nii,spm-5-0-1,383,right-hand
6036,7572,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-384_right-hand_spm-5-0-0_con.nii,spm-5-0-0,384,right-hand
6037,7573,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-384_right-hand_spm-5-0-1_con.nii,spm-5-0-1,384,right-hand
6060,7596,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-385_right-hand_spm-5-0-0_con.nii,spm-5-0-0,385,right-hand
6061,7597,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-385_right-hand_spm-5-0-1_con.nii,spm-5-0-1,385,right-hand
6084,7644,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-387_right-hand_spm-5-0-0_con.nii,spm-5-0-0,387,right-hand
6085,7645,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-387_right-hand_spm-5-0-1_con.nii,spm-5-0-1,387,right-hand
6108,7668,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-388_right-hand_spm-5-0-0_con.nii,spm-5-0-0,388,right-hand
6109,7669,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-388_right-hand_spm-5-0-1_con.nii,spm-5-0-1,388,right-hand
6132,7692,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-389_right-hand_spm-5-0-0_con.nii,spm-5-0-0,389,right-hand
6133,7693,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-389_right-hand_spm-5-0-1_con.nii,spm-5-0-1,389,right-hand
6156,7716,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-38_right-hand_spm-5-0-0_con.nii,spm-5-0-0,38,right-hand
6157,7717,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-38_right-hand_spm-5-0-1_con.nii,spm-5-0-1,38,right-hand
6180,7740,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-390_right-hand_spm-5-0-0_con.nii,spm-5-0-0,390,right-hand
6181,7741,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-390_right-hand_spm-5-0-1_con.nii,spm-5-0-1,390,right-hand
6204,7764,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-391_right-hand_spm-5-0-0_con.nii,spm-5-0-0,391,right-hand
6205,7765,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-391_right-hand_spm-5-0-1_con.nii,spm-5-0-1,391,right-hand
6228,7788,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-392_right-hand_spm-5-0-0_con.nii,spm-5-0-0,392,right-hand
6229,7789,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-392_right-hand_spm-5-0-1_con.nii,spm-5-0-1,392,right-hand
6252,7836,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-394_right-hand_spm-5-0-0_con.nii,spm-5-0-0,394,right-hand
6253,7837,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-394_right-hand_spm-5-0-1_con.nii,spm-5-0-1,394,right-hand
6276,7860,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-395_right-hand_spm-5-0-0_con.nii,spm-5-0-0,395,right-hand
6277,7861,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-395_right-hand_spm-5-0-1_con.nii,spm-5-0-1,395,right-hand
6300,7908,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-397_right-hand_spm-5-0-0_con.nii,spm-5-0-0,397,right-hand
6301,7909,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-397_right-hand_spm-5-0-1_con.nii,spm-5-0-1,397,right-hand
6324,7932,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-398_right-hand_spm-5-0-0_con.nii,spm-5-0-0,398,right-hand
6325,7933,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-398_right-hand_spm-5-0-1_con.nii,spm-5-0-1,398,right-hand
6348,7956,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-399_right-hand_spm-5-0-0_con.nii,spm-5-0-0,399,right-hand
6349,7957,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-399_right-hand_spm-5-0-1_con.nii,spm-5-0-1,399,right-hand
6372,7980,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-39_right-hand_spm-5-0-0_con.nii,spm-5-0-0,39,right-hand
6373,7981,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-39_right-hand_spm-5-0-1_con.nii,spm-5-0-1,39,right-hand
6396,8028,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-400_right-hand_spm-5-0-0_con.nii,spm-5-0-0,400,right-hand
6397,8029,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-400_right-hand_spm-5-0-1_con.nii,spm-5-0-1,400,right-hand
